,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
446,Argentina,Maize,2001,54553,591.0,63700.17,18.42
447,Argentina,Maize,2002,60791,591.0,64134.56,17.58
448,Argentina,Maize,2002,60791,591.0,64134.56,18.07
449,Argentina,Maize,2004,63931,591.0,65003.34,17.67
450,Argentina,Maize,2004,63931,591.0,65003.34,18.11
451,Argentina,Maize,2005,73587,591.0,65437.73,17.32
452,Argentina,Maize,2005,73587,591.0,65437.73,17.83
453,Argentina,Maize,2006,59030,591.0,65872.12,18.1
454,Argentina,Maize,2006,59030,591.0,65872.12,18.35
455,Argentina,Maize,2007,76655,591.0,81582.64,16.71
456,Argentina,Maize,2007,76655,591.0,81582.64,17.14
457,Argentina,Maize,2008,64525,591.0,87149.01,17.71
458,Argentina,Maize,2008,64525,591.0,87149.01,18.39
459,Argentina,Maize,2009,55760,591.0,61586.56,18.16
460,Argentina,Maize,2009,55760,591.0,61586.56,18.09
461,Argentina,Maize,2010,78040,591.0,105915.04,17.33
462,Argentina,Maize,2010,78040,591.0,105915.04,17.84
463,Argentina,Maize,2011,63503,591.0,100424.62,17.58
464,Argentina,Maize,2011,63503,591.0,100424.62,17.93
465,Argentina,Maize,2012,57346,591.0,136185.08,18.18
466,Argentina,Maize,2012,57346,591.0,136185.08,18.43
467,Argentina,Maize,2013,66037,591.0,171945.54,16.45
468,Argentina,Maize,2013,66037,591.0,171945.54,16.88
469,Argentina,Potatoes,1990,202747,591.0,26156.0,17.46
470,Argentina,Potatoes,1990,202747,591.0,26156.0,17.67
471,Argentina,Potatoes,1991,205692,591.0,26156.0,17.64
472,Argentina,Potatoes,1991,205692,591.0,26156.0,17.86
473,Argentina,Potatoes,1992,199039,591.0,26156.0,17.09
474,Argentina,Potatoes,1992,199039,591.0,26156.0,17.51
475,Argentina,Potatoes,1993,210314,591.0,26156.0,17.32
476,Argentina,Potatoes,1993,210314,591.0,26156.0,17.53
477,Argentina,Potatoes,1994,230166,591.0,30195.0,18.17
478,Argentina,Potatoes,1994,230166,591.0,30195.0,18.31
479,Argentina,Potatoes,1995,274272,591.0,37842.0,17.74
480,Argentina,Potatoes,1995,274272,591.0,37842.0,17.62
481,Argentina,Potatoes,1996,228877,591.0,54595.0,17.64
482,Argentina,Potatoes,1996,228877,591.0,54595.0,17.97
483,Argentina,Potatoes,1997,268502,591.0,77691.0,18.29
484,Argentina,Potatoes,1997,268502,591.0,77691.0,18.54
485,Argentina,Potatoes,1998,293744,591.0,62397.0,17.23
486,Argentina,Potatoes,1998,293744,591.0,62397.0,17.52
487,Argentina,Potatoes,1999,238938,591.0,62831.39,17.15
488,Argentina,Potatoes,1999,238938,591.0,62831.39,17.71
489,Argentina,Potatoes,2000,277566,591.0,63265.78,16.98
490,Argentina,Potatoes,2000,277566,591.0,63265.78,17.66
491,Argentina,Potatoes,2001,283768,591.0,63700.17,17.71
492,Argentina,Potatoes,2001,283768,591.0,63700.17,18.42
493,Argentina,Potatoes,2002,251347,591.0,64134.56,17.58
494,Argentina,Potatoes,2002,251347,591.0,64134.56,18.07
495,Argentina,Potatoes,2004,288717,591.0,65003.34,17.67
496,Argentina,Potatoes,2004,288717,591.0,65003.34,18.11
497,Argentina,Potatoes,2005,283917,591.0,65437.73,17.32
498,Argentina,Potatoes,2005,283917,591.0,65437.73,17.83
499,Argentina,Potatoes,2006,285828,591.0,65872.12,18.1
500,Argentina,Potatoes,2006,285828,591.0,65872.12,18.35
501,Argentina,Potatoes,2007,286765,591.0,81582.64,16.71
502,Argentina,Potatoes,2007,286765,591.0,81582.64,17.14
503,Argentina,Potatoes,2008,279412,591.0,87149.01,17.71
504,Argentina,Potatoes,2008,279412,591.0,87149.01,18.39
505,Argentina,Potatoes,2009,284439,591.0,61586.56,18.16
506,Argentina,Potatoes,2009,284439,591.0,61586.56,18.09
507,Argentina,Potatoes,2010,289849,591.0,105915.04,17.33
508,Argentina,Potatoes,2010,289849,591.0,105915.04,17.84
509,Argentina,Potatoes,2011,286657,591.0,100424.62,17.58
510,Argentina,Potatoes,2011,286657,591.0,100424.62,17.93
511,Argentina,Potatoes,2012,287821,591.0,136185.08,18.18
512,Argentina,Potatoes,2012,287821,591.0,136185.08,18.43
513,Argentina,Potatoes,2013,288984,591.0,171945.54,16.45
514,Argentina,Potatoes,2013,288984,591.0,171945.54,16.88
515,Argentina,"Rice, paddy",1990,36709,591.0,26156.0,17.46
516,Argentina,"Rice, paddy",1990,36709,591.0,26156.0,17.67
517,Argentina,"Rice, paddy",1991,40294,591.0,26156.0,17.64
518,Argentina,"Rice, paddy",1991,40294,591.0,26156.0,17.86
519,Argentina,"Rice, paddy",1992,52075,591.0,26156.0,17.09
520,Argentina,"Rice, paddy",1992,52075,591.0,26156.0,17.51
521,Argentina,"Rice, paddy",1993,43559,591.0,26156.0,17.32
522,Argentina,"Rice, paddy",1993,43559,591.0,26156.0,17.53
523,Argentina,"Rice, paddy",1994,42989,591.0,30195.0,18.17
524,Argentina,"Rice, paddy",1994,42989,591.0,30195.0,18.31
525,Argentina,"Rice, paddy",1995,50306,591.0,37842.0,17.74
526,Argentina,"Rice, paddy",1995,50306,591.0,37842.0,17.62
527,Argentina,"Rice, paddy",1996,51031,591.0,54595.0,17.64
528,Argentina,"Rice, paddy",1996,51031,591.0,54595.0,17.97
529,Argentina,"Rice, paddy",1997,53703,591.0,77691.0,18.29
530,Argentina,"Rice, paddy",1997,53703,591.0,77691.0,18.54
531,Argentina,"Rice, paddy",1998,47762,591.0,62397.0,17.23
532,Argentina,"Rice, paddy",1998,47762,591.0,62397.0,17.52
533,Argentina,"Rice, paddy",1999,57337,591.0,62831.39,17.15
534,Argentina,"Rice, paddy",1999,57337,591.0,62831.39,17.71
535,Argentina,"Rice, paddy",2000,47798,591.0,63265.78,16.98
536,Argentina,"Rice, paddy",2000,47798,591.0,63265.78,17.66
537,Argentina,"Rice, paddy",2001,57495,591.0,63700.17,17.71
538,Argentina,"Rice, paddy",2001,57495,591.0,63700.17,18.42
539,Argentina,"Rice, paddy",2002,57197,591.0,64134.56,17.58
540,Argentina,"Rice, paddy",2002,57197,591.0,64134.56,18.07
541,Argentina,"Rice, paddy",2004,62661,591.0,65003.34,17.67
542,Argentina,"Rice, paddy",2004,62661,591.0,65003.34,18.11
543,Argentina,"Rice, paddy",2005,60165,591.0,65437.73,17.32
544,Argentina,"Rice, paddy",2005,60165,591.0,65437.73,17.83
545,Argentina,"Rice, paddy",2006,70610,591.0,65872.12,18.1
546,Argentina,"Rice, paddy",2006,70610,591.0,65872.12,18.35
547,Argentina,"Rice, paddy",2007,65604,591.0,81582.64,16.71
548,Argentina,"Rice, paddy",2007,65604,591.0,81582.64,17.14
549,Argentina,"Rice, paddy",2008,68278,591.0,87149.01,17.71
550,Argentina,"Rice, paddy",2008,68278,591.0,87149.01,18.39
551,Argentina,"Rice, paddy",2009,68842,591.0,61586.56,18.16
552,Argentina,"Rice, paddy",2009,68842,591.0,61586.56,18.09
553,Argentina,"Rice, paddy",2010,57646,591.0,105915.04,17.33
554,Argentina,"Rice, paddy",2010,57646,591.0,105915.04,17.84
555,Argentina,"Rice, paddy",2011,67901,591.0,100424.62,17.58
556,Argentina,"Rice, paddy",2011,67901,591.0,100424.62,17.93
557,Argentina,"Rice, paddy",2012,66617,591.0,136185.08,18.18
558,Argentina,"Rice, paddy",2012,66617,591.0,136185.08,18.43
559,Argentina,"Rice, paddy",2013,67187,591.0,171945.54,16.45
560,Argentina,"Rice, paddy",2013,67187,591.0,171945.54,16.88
561,Argentina,Sorghum,1990,28116,591.0,26156.0,17.46
562,Argentina,Sorghum,1990,28116,591.0,26156.0,17.67
563,Argentina,Sorghum,1991,33320,591.0,26156.0,17.64
564,Argentina,Sorghum,1991,33320,591.0,26156.0,17.86
565,Argentina,Sorghum,1992,36217,591.0,26156.0,17.09
566,Argentina,Sorghum,1992,36217,591.0,26156.0,17.51
567,Argentina,Sorghum,1993,39529,591.0,26156.0,17.32
568,Argentina,Sorghum,1993,39529,591.0,26156.0,17.53
569,Argentina,Sorghum,1994,35065,591.0,30195.0,18.17
570,Argentina,Sorghum,1994,35065,591.0,30195.0,18.31
571,Argentina,Sorghum,1995,34588,591.0,37842.0,17.74
572,Argentina,Sorghum,1995,34588,591.0,37842.0,17.62
573,Argentina,Sorghum,1996,38763,591.0,54595.0,17.64
574,Argentina,Sorghum,1996,38763,591.0,54595.0,17.97
575,Argentina,Sorghum,1997,36845,591.0,77691.0,18.29
576,Argentina,Sorghum,1997,36845,591.0,77691.0,18.54
577,Argentina,Sorghum,1998,48105,591.0,62397.0,17.23
578,Argentina,Sorghum,1998,48105,591.0,62397.0,17.52
579,Argentina,Sorghum,1999,43845,591.0,62831.39,17.15
580,Argentina,Sorghum,1999,43845,591.0,62831.39,17.71
581,Argentina,Sorghum,2000,46477,591.0,63265.78,16.98
582,Argentina,Sorghum,2000,46477,591.0,63265.78,17.66
583,Argentina,Sorghum,2001,47429,591.0,63700.17,17.71
584,Argentina,Sorghum,2001,47429,591.0,63700.17,18.42
585,Argentina,Sorghum,2002,52691,591.0,64134.56,17.58
586,Argentina,Sorghum,2002,52691,591.0,64134.56,18.07
587,Argentina,Sorghum,2004,45531,591.0,65003.34,17.67
588,Argentina,Sorghum,2004,45531,591.0,65003.34,18.11
589,Argentina,Sorghum,2005,51872,591.0,65437.73,17.32
590,Argentina,Sorghum,2005,51872,591.0,65437.73,17.83
591,Argentina,Sorghum,2006,46778,591.0,65872.12,18.1
592,Argentina,Sorghum,2006,46778,591.0,65872.12,18.35
593,Argentina,Sorghum,2007,47021,591.0,81582.64,16.71
594,Argentina,Sorghum,2007,47021,591.0,81582.64,17.14
595,Argentina,Sorghum,2008,47474,591.0,87149.01,17.71
596,Argentina,Sorghum,2008,47474,591.0,87149.01,18.39
597,Argentina,Sorghum,2009,38752,591.0,61586.56,18.16
598,Argentina,Sorghum,2009,38752,591.0,61586.56,18.09
599,Argentina,Sorghum,2010,48163,591.0,105915.04,17.33
600,Argentina,Sorghum,2010,48163,591.0,105915.04,17.84
601,Argentina,Sorghum,2011,44029,591.0,100424.62,17.58
602,Argentina,Sorghum,2011,44029,591.0,100424.62,17.93
603,Argentina,Sorghum,2012,46534,591.0,136185.08,18.18
604,Argentina,Sorghum,2012,46534,591.0,136185.08,18.43
605,Argentina,Sorghum,2013,40852,591.0,171945.54,16.45
606,Argentina,Sorghum,2013,40852,591.0,171945.54,16.88
607,Argentina,Soybeans,1990,21566,591.0,26156.0,17.46
608,Argentina,Soybeans,1990,21566,591.0,26156.0,17.67
609,Argentina,Soybeans,1991,22750,591.0,26156.0,17.64
610,Argentina,Soybeans,1991,22750,591.0,26156.0,17.86
611,Argentina,Soybeans,1992,22915,591.0,26156.0,17.09
612,Argentina,Soybeans,1992,22915,591.0,26156.0,17.51
613,Argentina,Soybeans,1993,21589,591.0,26156.0,17.32
614,Argentina,Soybeans,1993,21589,591.0,26156.0,17.53
615,Argentina,Soybeans,1994,20386,591.0,30195.0,18.17
616,Argentina,Soybeans,1994,20386,591.0,30195.0,18.31
617,Argentina,Soybeans,1995,20446,591.0,37842.0,17.74
618,Argentina,Soybeans,1995,20446,591.0,37842.0,17.62
619,Argentina,Soybeans,1996,21051,591.0,54595.0,17.64
620,Argentina,Soybeans,1996,21051,591.0,54595.0,17.97
621,Argentina,Soybeans,1997,17212,591.0,77691.0,18.29
622,Argentina,Soybeans,1997,17212,591.0,77691.0,18.54
623,Argentina,Soybeans,1998,26937,591.0,62397.0,17.23
624,Argentina,Soybeans,1998,26937,591.0,62397.0,17.52
625,Argentina,Soybeans,1999,24450,591.0,62831.39,17.15
626,Argentina,Soybeans,1999,24450,591.0,62831.39,17.71
627,Argentina,Soybeans,2000,23312,591.0,63265.78,16.98
628,Argentina,Soybeans,2000,23312,591.0,63265.78,17.66
629,Argentina,Soybeans,2001,25846,591.0,63700.17,17.71
630,Argentina,Soybeans,2001,25846,591.0,63700.17,18.42
631,Argentina,Soybeans,2002,26304,591.0,64134.56,17.58
632,Argentina,Soybeans,2002,26304,591.0,64134.56,18.07
633,Argentina,Soybeans,2004,22075,591.0,65003.34,17.67
634,Argentina,Soybeans,2004,22075,591.0,65003.34,18.11
635,Argentina,Soybeans,2005,27287,591.0,65437.73,17.32
636,Argentina,Soybeans,2005,27287,591.0,65437.73,17.83
637,Argentina,Soybeans,2006,26793,591.0,65872.12,18.1
638,Argentina,Soybeans,2006,26793,591.0,65872.12,18.35
639,Argentina,Soybeans,2007,29712,591.0,81582.64,16.71
640,Argentina,Soybeans,2007,29712,591.0,81582.64,17.14
641,Argentina,Soybeans,2008,28216,591.0,87149.01,17.71
642,Argentina,Soybeans,2008,28216,591.0,87149.01,18.39
643,Argentina,Soybeans,2009,18480,591.0,61586.56,18.16
644,Argentina,Soybeans,2009,18480,591.0,61586.56,18.09
645,Argentina,Soybeans,2010,29053,591.0,105915.04,17.33
646,Argentina,Soybeans,2010,29053,591.0,105915.04,17.84
647,Argentina,Soybeans,2011,26053,591.0,100424.62,17.58
648,Argentina,Soybeans,2011,26053,591.0,100424.62,17.93
649,Argentina,Soybeans,2012,22814,591.0,136185.08,18.18
650,Argentina,Soybeans,2012,22814,591.0,136185.08,18.43
651,Argentina,Soybeans,2013,25391,591.0,171945.54,16.45
652,Argentina,Soybeans,2013,25391,591.0,171945.54,16.88
653,Argentina,Sweet potatoes,1990,131864,591.0,26156.0,17.46
654,Argentina,Sweet potatoes,1990,131864,591.0,26156.0,17.67
655,Argentina,Sweet potatoes,1991,131364,591.0,26156.0,17.64
656,Argentina,Sweet potatoes,1991,131364,591.0,26156.0,17.86
657,Argentina,Sweet potatoes,1992,127273,591.0,26156.0,17.09
658,Argentina,Sweet potatoes,1992,127273,591.0,26156.0,17.51
659,Argentina,Sweet potatoes,1993,122955,591.0,26156.0,17.32
660,Argentina,Sweet potatoes,1993,122955,591.0,26156.0,17.53
661,Argentina,Sweet potatoes,1994,176667,591.0,30195.0,18.17
662,Argentina,Sweet potatoes,1994,176667,591.0,30195.0,18.31
663,Argentina,Sweet potatoes,1995,168000,591.0,37842.0,17.74
664,Argentina,Sweet potatoes,1995,168000,591.0,37842.0,17.62
665,Argentina,Sweet potatoes,1996,170000,591.0,54595.0,17.64
666,Argentina,Sweet potatoes,1996,170000,591.0,54595.0,17.97
667,Argentina,Sweet potatoes,1997,145662,591.0,77691.0,18.29
668,Argentina,Sweet potatoes,1997,145662,591.0,77691.0,18.54
669,Argentina,Sweet potatoes,1998,175055,591.0,62397.0,17.23
670,Argentina,Sweet potatoes,1998,175055,591.0,62397.0,17.52
671,Argentina,Sweet potatoes,1999,143991,591.0,62831.39,17.15
672,Argentina,Sweet potatoes,1999,143991,591.0,62831.39,17.71
673,Argentina,Sweet potatoes,2000,151462,591.0,63265.78,16.98
674,Argentina,Sweet potatoes,2000,151462,591.0,63265.78,17.66
675,Argentina,Sweet potatoes,2001,155212,591.0,63700.17,17.71
676,Argentina,Sweet potatoes,2001,155212,591.0,63700.17,18.42
677,Argentina,Sweet potatoes,2002,155890,591.0,64134.56,17.58
678,Argentina,Sweet potatoes,2002,155890,591.0,64134.56,18.07
679,Argentina,Sweet potatoes,2004,154867,591.0,65003.34,17.67
680,Argentina,Sweet potatoes,2004,154867,591.0,65003.34,18.11
681,Argentina,Sweet potatoes,2005,154472,591.0,65437.73,17.32
682,Argentina,Sweet potatoes,2005,154472,591.0,65437.73,17.83
683,Argentina,Sweet potatoes,2006,143478,591.0,65872.12,18.1
684,Argentina,Sweet potatoes,2006,143478,591.0,65872.12,18.35
685,Argentina,Sweet potatoes,2007,141667,591.0,81582.64,16.71
686,Argentina,Sweet potatoes,2007,141667,591.0,81582.64,17.14
687,Argentina,Sweet potatoes,2008,145105,591.0,87149.01,17.71
688,Argentina,Sweet potatoes,2008,145105,591.0,87149.01,18.39
689,Argentina,Sweet potatoes,2009,151208,591.0,61586.56,18.16
690,Argentina,Sweet potatoes,2009,151208,591.0,61586.56,18.09
691,Argentina,Sweet potatoes,2010,149382,591.0,105915.04,17.33
692,Argentina,Sweet potatoes,2010,149382,591.0,105915.04,17.84
693,Argentina,Sweet potatoes,2011,148754,591.0,100424.62,17.58
694,Argentina,Sweet potatoes,2011,148754,591.0,100424.62,17.93
695,Argentina,Sweet potatoes,2012,148126,591.0,136185.08,18.18
696,Argentina,Sweet potatoes,2012,148126,591.0,136185.08,18.43
697,Argentina,Sweet potatoes,2013,147498,591.0,171945.54,16.45
698,Argentina,Sweet potatoes,2013,147498,591.0,171945.54,16.88
699,Argentina,Wheat,1990,18947,591.0,26156.0,17.46
700,Argentina,Wheat,1990,18947,591.0,26156.0,17.67
701,Argentina,Wheat,1991,18972,591.0,26156.0,17.64
702,Argentina,Wheat,1991,18972,591.0,26156.0,17.86
703,Argentina,Wheat,1992,21809,591.0,26156.0,17.09
704,Argentina,Wheat,1992,21809,591.0,26156.0,17.51
705,Argentina,Wheat,1993,23272,591.0,26156.0,17.32
706,Argentina,Wheat,1993,23272,591.0,26156.0,17.53
707,Argentina,Wheat,1994,20237,591.0,30195.0,18.17
708,Argentina,Wheat,1994,20237,591.0,30195.0,18.31
709,Argentina,Wheat,1995,21675,591.0,37842.0,17.74
710,Argentina,Wheat,1995,21675,591.0,37842.0,17.62
711,Argentina,Wheat,1996,19344,591.0,54595.0,17.64
712,Argentina,Wheat,1996,19344,591.0,54595.0,17.97
713,Argentina,Wheat,1997,22426,591.0,77691.0,18.29
714,Argentina,Wheat,1997,22426,591.0,77691.0,18.54
715,Argentina,Wheat,1998,26088,591.0,62397.0,17.23
716,Argentina,Wheat,1998,26088,591.0,62397.0,17.52
717,Argentina,Wheat,1999,23028,591.0,62831.39,17.15
718,Argentina,Wheat,1999,23028,591.0,62831.39,17.71
719,Argentina,Wheat,2000,24873,591.0,63265.78,16.98
720,Argentina,Wheat,2000,24873,591.0,63265.78,17.66
721,Argentina,Wheat,2001,24934,591.0,63700.17,17.71
722,Argentina,Wheat,2001,24934,591.0,63700.17,18.42
723,Argentina,Wheat,2002,22398,591.0,64134.56,17.58
724,Argentina,Wheat,2002,22398,591.0,64134.56,18.07
725,Argentina,Wheat,2004,25441,591.0,65003.34,17.67
726,Argentina,Wheat,2004,25441,591.0,65003.34,18.11
727,Argentina,Wheat,2005,26356,591.0,65437.73,17.32
728,Argentina,Wheat,2005,26356,591.0,65437.73,17.83
729,Argentina,Wheat,2006,25302,591.0,65872.12,18.1
730,Argentina,Wheat,2006,25302,591.0,65872.12,18.35
731,Argentina,Wheat,2007,26234,591.0,81582.64,16.71
732,Argentina,Wheat,2007,26234,591.0,81582.64,17.14
733,Argentina,Wheat,2008,28271,591.0,87149.01,17.71
734,Argentina,Wheat,2008,28271,591.0,87149.01,18.39
735,Argentina,Wheat,2009,19628,591.0,61586.56,18.16
736,Argentina,Wheat,2009,19628,591.0,61586.56,18.09
737,Argentina,Wheat,2010,27113,591.0,105915.04,17.33
738,Argentina,Wheat,2010,27113,591.0,105915.04,17.84
739,Argentina,Wheat,2011,35063,591.0,100424.62,17.58
740,Argentina,Wheat,2011,35063,591.0,100424.62,17.93
741,Argentina,Wheat,2012,32199,591.0,136185.08,18.18
742,Argentina,Wheat,2012,32199,591.0,136185.08,18.43
743,Argentina,Wheat,2013,26581,591.0,171945.54,16.45
744,Argentina,Wheat,2013,26581,591.0,171945.54,16.88
745,Armenia,Maize,1992,32344,562.0,8.0,7.44
746,Armenia,Maize,1993,32261,562.0,8.0,7.69
747,Armenia,Maize,1994,32667,562.0,23.0,8.84
748,Armenia,Maize,1995,18261,562.0,23.9,9.76
749,Armenia,Maize,1996,22239,562.0,32.0,9.55
750,Armenia,Maize,1997,45548,562.0,41.46,9.1
751,Armenia,Maize,1998,26082,562.0,50.92,10.28
752,Armenia,Maize,1999,40303,562.0,60.38,10.11
753,Armenia,Maize,2000,23178,562.0,69.85,9.68
754,Armenia,Maize,2001,37913,562.0,79.31,10.18
755,Armenia,Maize,2002,37380,562.0,88.77,9.41
756,Armenia,Maize,2004,61791,562.0,204.77,9.55
757,Armenia,Maize,2005,44692,562.0,220.51,9.58
758,Armenia,Maize,2006,33271,562.0,227.55,9.89
759,Armenia,Maize,2007,53262,562.0,241.71,9.44
760,Armenia,Maize,2008,53424,562.0,218.2,9.51
761,Armenia,Maize,2009,57763,562.0,198.36,9.67
762,Armenia,Maize,2010,46724,562.0,278.72,11.31
763,Armenia,Maize,2011,54257,562.0,278.72,8.93
764,Armenia,Maize,2012,62215,562.0,278.72,10.2
765,Armenia,Maize,2013,67114,562.0,278.72,11.08
766,Armenia,Potatoes,1992,111301,562.0,8.0,7.44
767,Armenia,Potatoes,1993,134416,562.0,8.0,7.69
768,Armenia,Potatoes,1994,131195,562.0,23.0,8.84
769,Armenia,Potatoes,1995,131196,562.0,23.9,9.76
770,Armenia,Potatoes,1996,129626,562.0,32.0,9.55
771,Armenia,Potatoes,1997,109362,562.0,41.46,9.1
772,Armenia,Potatoes,1998,134409,562.0,50.92,10.28
773,Armenia,Potatoes,1999,130618,562.0,60.38,10.11
774,Armenia,Potatoes,2000,87349,562.0,69.85,9.68
775,Armenia,Potatoes,2001,114619,562.0,79.31,10.18
776,Armenia,Potatoes,2002,122814,562.0,88.77,9.41
777,Armenia,Potatoes,2004,161509,562.0,204.77,9.55
778,Armenia,Potatoes,2005,164459,562.0,220.51,9.58
779,Armenia,Potatoes,2006,163418,562.0,227.55,9.89
780,Armenia,Potatoes,2007,184719,562.0,241.71,9.44
781,Armenia,Potatoes,2008,189096,562.0,218.2,9.51
782,Armenia,Potatoes,2009,185496,562.0,198.36,9.67
783,Armenia,Potatoes,2010,170146,562.0,278.72,11.31
784,Armenia,Potatoes,2011,194426,562.0,278.72,8.93
785,Armenia,Potatoes,2012,207151,562.0,278.72,10.2
786,Armenia,Potatoes,2013,215290,562.0,278.72,11.08
787,Armenia,Wheat,1992,21600,562.0,8.0,7.44
788,Armenia,Wheat,1993,22257,562.0,8.0,7.69
789,Armenia,Wheat,1994,17842,562.0,23.0,8.84
790,Armenia,Wheat,1995,25480,562.0,23.9,9.76
791,Armenia,Wheat,1996,23569,562.0,32.0,9.55
792,Armenia,Wheat,1997,17009,562.0,41.46,9.1
793,Armenia,Wheat,1998,20651,562.0,50.92,10.28
794,Armenia,Wheat,1999,19466,562.0,60.38,10.11
795,Armenia,Wheat,2000,16679,562.0,69.85,9.68
796,Armenia,Wheat,2001,22263,562.0,79.31,10.18
797,Armenia,Wheat,2002,23877,562.0,88.77,9.41
798,Armenia,Wheat,2004,23416,562.0,204.77,9.55
799,Armenia,Wheat,2005,20252,562.0,220.51,9.58
800,Armenia,Wheat,2006,14627,562.0,227.55,9.89
801,Armenia,Wheat,2007,25837,562.0,241.71,9.44
802,Armenia,Wheat,2008,24322,562.0,218.2,9.51
803,Armenia,Wheat,2009,22374,562.0,198.36,9.67
804,Armenia,Wheat,2010,21192,562.0,278.72,11.31
805,Armenia,Wheat,2011,28800,562.0,278.72,8.93
806,Armenia,Wheat,2012,26010,562.0,278.72,10.2
807,Armenia,Wheat,2013,31273,562.0,278.72,11.08
808,Australia,Maize,1990,41821,534.0,17866.0,16.8
809,Australia,Maize,1990,41821,534.0,17866.0,20.06
810,Australia,Maize,1990,41821,534.0,17866.0,12.11
811,Australia,Maize,1990,41821,534.0,17866.0,14.16
812,Australia,Maize,1990,41821,534.0,17866.0,18.05
813,Australia,Maize,1990,41821,534.0,17866.0,17.47
814,Australia,Maize,1991,39938,534.0,17866.0,16.78
815,Australia,Maize,1991,39938,534.0,17866.0,20.29
816,Australia,Maize,1991,39938,534.0,17866.0,12.22
817,Australia,Maize,1991,39938,534.0,17866.0,13.77
818,Australia,Maize,1991,39938,534.0,17866.0,18.73
819,Australia,Maize,1991,39938,534.0,17866.0,17.85
820,Australia,Maize,1992,51721,534.0,22234.0,15.78
821,Australia,Maize,1992,51721,534.0,22234.0,19.79
822,Australia,Maize,1992,51721,534.0,22234.0,11.21
823,Australia,Maize,1992,51721,534.0,22234.0,13.31
824,Australia,Maize,1992,51721,534.0,22234.0,18.45
825,Australia,Maize,1992,51721,534.0,22234.0,16.89
826,Australia,Maize,1993,44261,534.0,23899.0,16.71
827,Australia,Maize,1993,44261,534.0,23899.0,20.19
828,Australia,Maize,1993,44261,534.0,23899.0,11.84
829,Australia,Maize,1993,44261,534.0,23899.0,13.81
830,Australia,Maize,1993,44261,534.0,23899.0,18.03
831,Australia,Maize,1993,44261,534.0,23899.0,17.42
832,Australia,Maize,1994,46620,534.0,21057.0,16.43
833,Australia,Maize,1994,46620,534.0,21057.0,19.59
834,Australia,Maize,1994,46620,534.0,21057.0,11.6
835,Australia,Maize,1994,46620,534.0,21057.0,13.52
836,Australia,Maize,1994,46620,534.0,21057.0,19.17
837,Australia,Maize,1994,46620,534.0,21057.0,17.36
838,Australia,Maize,1995,48263,534.0,25598.0,16.14
839,Australia,Maize,1995,48263,534.0,25598.0,20.12
840,Australia,Maize,1995,48263,534.0,25598.0,11.39
841,Australia,Maize,1995,48263,534.0,25598.0,13.14
842,Australia,Maize,1995,48263,534.0,25598.0,18.88
843,Australia,Maize,1995,48263,534.0,25598.0,16.95
844,Australia,Maize,1996,57689,534.0,31185.0,16.12
845,Australia,Maize,1996,57689,534.0,31185.0,20.06
846,Australia,Maize,1996,57689,534.0,31185.0,11.29
847,Australia,Maize,1996,57689,534.0,31185.0,13.05
848,Australia,Maize,1996,57689,534.0,31185.0,19.13
849,Australia,Maize,1996,57689,534.0,31185.0,17.05
850,Australia,Maize,1997,59403,534.0,34091.0,16.48
851,Australia,Maize,1997,59403,534.0,34091.0,20.16
852,Australia,Maize,1997,59403,534.0,34091.0,12.13
853,Australia,Maize,1997,59403,534.0,34091.0,13.93
854,Australia,Maize,1997,59403,534.0,34091.0,18.94
855,Australia,Maize,1997,59403,534.0,34091.0,17.51
856,Australia,Maize,1998,47544,534.0,37215.0,16.28
857,Australia,Maize,1998,47544,534.0,37215.0,20.62
858,Australia,Maize,1998,47544,534.0,37215.0,12.46
859,Australia,Maize,1998,47544,534.0,37215.0,13.61
860,Australia,Maize,1998,47544,534.0,37215.0,18.9
861,Australia,Maize,1998,47544,534.0,37215.0,18.05
862,Australia,Maize,1999,51212,534.0,34200.0,16.77
